,,David,e35e,"Matthew, Mark",2,"man: appointed: mouth,said,speak: near: person: call,beckon",
14,,day,e15f,"Matthew,Mark",1,,sun
18,,dead,e181,"Matthew,Mark",1,"no,not: heart",die:death
18,,deaf,e191,"Matthew,Mark",1,"no,not: hear,ear",
18,,death,e181,"Matthew,Mark",1,"no,not: heart",die:dead
,,Decapolis,e33e,"Matthew, Mark",2,"ten: land,ground,earth",
9,,deceive,e17f,"Matthew,Mark",1,"no,not: good: measure",lie:deception:false:lead_astray
12,,deceiver,e152,"Matthew,Mark",1,"person: no,not: good: measure: deceive,deception,lie,false,lead_astray",hypocrite
9,,deception,e17f,"Matthew,Mark",1,no: good: measure,lie:deceive:false:lead_astray
51,,deep,e321,"Matthew,Mark",1,,depth
3,,denarius,e165,"Matthew,Mark",1,"sun,day: money,wealth,wealthy",
5,,deny,e0e5,"Matthew,Mark",1,"no,not: mouth,said,speak: know,knowledge",
27,,depart,e243,"Matthew,Mark",1,"door: to,forward",leave:come_out
51,,depth,e321,"Matthew,Mark",1,,deep
51,,descend,e317,"Matthew,Mark",1,,
13,,desert,e156,"Matthew,Mark",1,"land,ground,earth: no,not: tree,plant,wood",wilderness
8,,deserve,e0f5,"Matthew,Mark",1,"money,wealth,wealthy: work,do",earn
2,,desire,e020,"Matthew,Mark",1,"love,compassion: heart",will:like:want
12,,destroy,e141,"Matthew,Mark",1,"knife,cut: person",kill
18,,die,e181,"Matthew,Mark",1,"no,not: heart",dead:death
8,,difficult,e093,"Matthew,Mark",1,"sad,grieve: work,do",
51,,direction,e323,"Matthew,Mark",1,,
13,,dirt,e15b,"Matthew,Mark",1,"land,ground,earth",soil:ground_soil
29,,dirty,e249,"Matthew,Mark",1,"wet,water: no,not: good",impure
12,,disciple,e142,"Matthew,Mark",1,"person: follow: people: to,forward",apostle
36,,discourage,e261,"Matthew,Mark",1,"chain,bound,imprisoned,arrest: heart",
21,,disease,e20a,"Matthew,Mark",1,"sad,grieve: heart",sick
53, ,dish,e384,"Matthew,Mark",1,,bowl
18,,disobedience,e193,"Matthew,Mark",1,"no,not: obey,obedience: mouth,said,speak: work,do",rebellion:disobey
18,,disobey,e193,"Matthew,Mark",1,"no,not: obey,obedience: mouth,said,speak: work,do",rebellion:disobedience
51,,divide,e326,"Matthew,Mark",1,,split:division:separate
51,,division,e326,"Matthew,Mark",1,,split:divide:separate
17,,divorce,ea3d,"Matthew,Mark",1,"house: split,division,divide,separate",
8,,do,e08c,"Matthew,Mark",1,,work
7,,doctor,e144,"Matthew,Mark",1,"person: heal: hand: happy,joy: heart",healer
10,,dog,e104,"Matthew,Mark",1,"small,few: animal",
7,,dominion,e032,"Matthew,Mark",1,"crown,ruler,king,lord: land,ground,earth: knife,cut",
20,,donkey,ea09,"Matthew,Mark",1,"small,few: horse",
27,,door,e23e,"Matthew,Mark",1,,
18,,doubt,e194,"Matthew,Mark",1,"no,not: believe,faith: know,knowledge: cross",unbelief
